회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대
1503499200,정상회원,수지구-상현동,여,46.0,미신청,.,normal,40대
1503757184,정상회원,기타-기타,여,38.0,미신청,.,normal,30대
1503859264,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대
1503875968,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
1503985472,정상회원,분당구-판교동,여,42.0,미신청,.,normal,40대
1504030016,정상회원,수지구-상현동,여,40.0,미신청,.,normal,40대
1504115392,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대
1504410496,정상회원,기흥구-마북동,남,53.0,미신청,.,normal,50대
1504417920,정상회원,광주-오포읍,여,33.0,미신청,.,normal,30대
1504549696,정상회원,수지구-성복동,남,53.0,신청,.,normal,50대
1504978432,정상회원,처인구-모현면,여,38.0,미신청,.,normal,30대
1505130624,정상회원,수지구-기타,여,55.0,신청,.,normal,50대
1505238272,정상회원,수지구-상현동,여,70.0,미신청,.,normal,60대이상
1505258688,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대
1505958400,정상회원,수지구-동천동,여,57.0,미신청,.,normal,50대
1506125440,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대
1506195968,정상회원,수원 영통구-기타,여,37.0,미신청,.,normal,30대
1506320320,정상회원,수지구-상현동,여,35.0,미신청,.,normal,30대
1506504064,정상회원,기타-기타,여,40.0,미신청,.,normal,40대
1506652544,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대
1506656256,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1506869696,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1506929088,정상회원,수지구-성복동,여,33.0,미신청,.,normal,30대
1507361536,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
1507443200,정상회원,수지구-풍덕천동,여,54.0,신청,.,normal,50대
1507671488,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대
1507703040,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1507780992,정상회원,수지구-죽전동,여,45.0,미신청,.,normal,40대
1507877504,정상회원,수지구-신봉동,남,34.0,미신청,.,normal,30대
150798144,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대
1508285824,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대
1508369344,정상회원,광주-기타,남,51.0,미신청,.,normal,50대
1508475136,정상회원,수지구-상현동,여,44.0,미신청,.,normal,40대
1508614336,정상회원,수지구-신봉동,여,62.0,미신청,수신,normal,60대이상
1508736832,정상회원,기흥구-신갈동,여,34.0,미신청,.,normal,30대
1508740544,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
150881664,정상회원,수지구-죽전동,여,48.0,미신청,.,normal,40대
1508983680,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대
1509135872,정상회원,수지구-풍덕천동,여,35.0,신청,.,normal,30대
1509482944,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1509492224,정상회원,수지구-상현동,여,56.0,신청,.,normal,50대
1509527488,정상회원,수지구-동천동,여,44.0,미신청,.,normal,40대
1509536768,정상회원,수원 영통구-기타,여,40.0,미신청,.,normal,40대
1509703808,정상회원,수지구-풍덕천동,여,49.0,신청,.,normal,40대
1509778048,정상회원,기흥구-동백동,여,35.0,미신청,.,normal,30대
1509893120,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
1510080576,정상회원,기타-기타,남,38.0,미신청,.,normal,30대
1510132544,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대
1510151104,정상회원,화성-기타,여,35.0,미신청,.,normal,30대
1510245760,정상회원,수지구-상현동,여,72.0,미신청,.,normal,60대이상
1510277312,정상회원,수지구-풍덕천동,남,55.0,미신청,.,normal,50대
151032000,정상회원,수지구-동천동,여,70.0,신청,.,normal,60대이상
151046848,정상회원,수지구-신봉동,여,60.0,미신청,수신,normal,60대이상
1510993728,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대
1511138496,정상회원,수지구-성복동,여,58.0,미신청,.,normal,50대
1511277696,정상회원,수지구-풍덕천동,여,82.0,미신청,.,normal,60대이상
1511775104,정상회원,수지구-동천동,여,67.0,미신청,.,normal,60대이상
1511931008,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,60대이상
1511942144,정상회원,수지구-동천동,여,57.0,미신청,.,normal,50대
1512038656,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1512419136,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대
1512732800,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대
1512766208,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1512840448,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1513040896,정상회원,수지구-동천동,여,38.0,미신청,.,normal,30대
1513272896,정상회원,수지구-상현동,여,56.0,미신청,.,normal,50대
1513657088,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
1513857536,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1513896512,정상회원,수지구-풍덕천동,여,24.0,미신청,.,normal,20대이하
1513916928,정상회원,수지구-상현동,여,35.0,미신청,.,normal,30대
151429184,정상회원,수지구-성복동,여,54.0,미신청,.,normal,50대
1514367936,정상회원,수지구-상현동,여,31.0,미신청,수신,normal,30대
1514406912,정상회원,수지구-상현동,여,65.0,미신청,.,normal,60대이상
1514540544,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상
1514542400,정상회원,수지구-죽전동,여,51.0,미신청,.,normal,50대
1514559104,정상회원,화성-기타,남,40.0,미신청,.,normal,40대
1514560960,정상회원,분당구-수내동,여,51.0,미신청,.,normal,50대
1514783680,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1514798528,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대
1514904320,정상회원,수지구-동천동,여,47.0,신청,.,normal,40대
1515221696,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
1515253248,탈퇴처리중,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1515312640,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
151546112,정상회원,기타-기타,여,50.0,미신청,.,normal,50대
1515466688,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1515509376,정상회원,수지구-상현동,여,73.0,미신청,.,normal,60대이상
1515615168,정상회원,수지구-상현동,여,66.0,미신청,.,normal,60대이상
151568384,정상회원,수지구-동천동,여,50.0,미신청,.,normal,50대
1515693120,정상회원,수지구-신봉동,여,39.0,미신청,.,normal,30대
1515756224,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대
1515817472,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대
1515836032,정상회원,수지구-기타,여,67.0,미신청,.,normal,60대이상
1516010496,정상회원,수지구-상현동,여,77.0,미신청,.,normal,60대이상
1516012352,정상회원,수지구-기타,남,34.0,미신청,.,normal,30대
1516121856,정상회원,수지구-풍덕천동,남,51.0,신청,.,normal,50대
1516478208,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대
1516548736,정상회원,기타-기타,여,30.0,미신청,.,normal,30대
1516619264,정상회원,기타-기타,여,40.0,미신청,.,normal,40대
151663040,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
151689024,정상회원,수지구-상현동,여,67.0,미신청,.,normal,60대이상
1516910656,정상회원,기타-기타,여,65.0,미신청,.,normal,60대이상
1517317120,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1517400640,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대
1517471168,정상회원,수지구-죽전동,여,37.0,미신청,.,normal,30대
151783680,정상회원,수지구-풍덕천동,여,57.0,미신청,수신,VIP,50대
1517953728,정상회원,수지구-동천동,남,44.0,미신청,.,normal,40대
1518193152,정상회원,수지구-풍덕천동,남,66.0,미신청,.,normal,60대이상
1518215424,정상회원,수지구-성복동,여,61.0,미신청,.,normal,60대이상
1518278528,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대
1518612608,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1518727680,탈퇴,수지구-풍덕천동,여,38.0,미신청,.,normal,30대
1518905856,정상회원,기타-기타,여,51.0,미신청,.,normal,50대
1519247360,정상회원,수지구-신봉동,여,34.0,미신청,.,normal,30대
1519258496,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1519685376,정상회원,서울 강남구-기타,여,36.0,미신청,수신,normal,30대
1519731776,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1519813440,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1520039872,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대
1520051008,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대
1520052864,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대
1520205056,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,normal,50대
1520281152,정상회원,처인구-기타,여,28.0,미신청,.,normal,20대이하
1520288576,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대
1520531712,정상회원,기타-기타,여,34.0,미신청,.,normal,30대
1520561408,정상회원,수원 영통구-기타,남,42.0,미신청,.,normal,40대
1520804544,정상회원,수지구-성복동,여,44.0,미신청,.,normal,40대
1520836096,정상회원,수지구-기타,여,43.0,미신청,.,normal,40대
1521021696,정상회원,분당구-구미동,여,35.0,미신청,.,normal,30대
1521053248,정상회원,수지구-상현동,여,31.0,미신청,.,normal,30대
1521088512,정상회원,수지구-상현동,여,72.0,미신청,.,normal,60대이상
1521092224,정상회원,기흥구-영덕동,여,39.0,미신청,.,normal,30대
1521209152,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대
1521268544,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대
1521342784,정상회원,수지구-동천동,여,38.0,미신청,.,normal,30대
1521344640,정상회원,수지구-동천동,여,43.0,미신청,.,normal,40대
1521352064,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,50대
1521450432,정상회원,처인구-역북동,여,40.0,미신청,.,normal,40대
152154880,정상회원,수지구-동천동,여,52.0,신청,.,normal,50대
1521825344,정상회원,수지구-동천동,여,65.0,미신청,.,normal,60대이상
152184576,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
1522267072,정상회원,기흥구-마북동,여,37.0,미신청,.,normal,30대
1522311616,정상회원,수지구-풍덕천동,여,38.0,미신청,수신,normal,30대
1522523200,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1522614144,정상회원,광주-기타,여,33.0,미신청,.,normal,30대
1522723648,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1522909248,정상회원,수지구-풍덕천동,여,58.0,신청,.,normal,50대
1522987200,정상회원,수지구-상현동,남,50.0,미신청,.,normal,50대
1523031744,정상회원,기흥구-신갈동,여,55.0,미신청,.,normal,50대
1523039168,정상회원,분당구-백현동,여,34.0,미신청,.,normal,30대
1523195072,정상회원,기흥구-보정동,여,67.0,미신청,.,normal,60대이상
1523202496,정상회원,수원 영통구-기타,남,49.0,미신청,.,normal,40대
1523349120,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대
1523467904,정상회원,수지구-풍덕천동,남,34.0,미신청,.,normal,30대
1523581120,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대
1523582976,정상회원,분당구-백현동,여,68.0,미신청,.,normal,60대이상
1523672064,정상회원,수지구-상현동,여,40.0,미신청,.,normal,40대
1523673920,정상회원,수지구-풍덕천동,여,49.0,미신청,수신,normal,40대
1523900352,정상회원,광주-오포읍,여,40.0,미신청,.,normal,40대
152401728,정상회원,기타-기타,여,50.0,미신청,.,normal,50대
1524115648,정상회원,수원 팔달구-기타,여,61.0,미신청,.,normal,60대이상
1524254848,정상회원,기흥구-보정동,여,64.0,미신청,.,normal,60대이상
1524390336,정상회원,수지구-상현동,여,82.0,미신청,.,normal,60대이상
1524401472,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1524579648,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,60대이상
1524728128,정상회원,수지구-신봉동,여,31.0,미신청,.,normal,30대
1524746688,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대
1524752256,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대
1524796800,탈퇴,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1524828352,정상회원,수지구-죽전동,여,33.0,미신청,.,normal,30대
1524869184,정상회원,기흥구-기타,여,45.0,미신청,.,normal,40대
1525116032,정상회원,분당구-야탑동,여,78.0,미신청,.,normal,60대이상
1525333184,정상회원,수지구-풍덕천동,남,33.0,미신청,수신,normal,30대
1525448256,정상회원,수지구-동천동,여,53.0,미신청,.,normal,50대
1525466816,정상회원,수지구-동천동,여,35.0,미신청,.,normal,30대
1525557760,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대
152572480,정상회원,서울 강남구-기타,여,55.0,미신청,.,normal,50대
152605888,정상회원,수원 영통구-기타,여,44.0,미신청,.,normal,40대
152607744,정상회원,수지구-기타,여,54.0,미신청,.,normal,50대
1526261184,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대
1526673216,정상회원,수지구-상현동,남,35.0,미신청,.,normal,30대
1526723328,정상회원,기타-기타,여,36.0,미신청,수신,normal,30대
1526910784,정상회원,수원 장안구-기타,여,46.0,미신청,.,normal,40대
1527098240,정상회원,수지구-동천동,여,51.0,미신청,.,normal,50대
1527317248,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
152739520,정상회원,수지구-상현동,여,47.0,미신청,.,normal,40대
1527397056,정상회원,수지구-죽전동,여,42.0,미신청,수신,normal,40대
1527462016,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대
152746944,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
1527744128,정상회원,기타-기타,여,53.0,미신청,.,normal,50대
1527803520,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대
1528209984,정상회원,수지구-기타,여,48.0,미신청,.,normal,40대
1528230400,정상회원,수지구-동천동,남,26.0,미신청,.,normal,20대이하
1528321344,정상회원,수지구-신봉동,여,37.0,미신청,.,normal,30대
1528351040,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1528538496,탈퇴,수지구-풍덕천동,여,70.0,미신청,.,normal,60대이상
1528607168,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
1528618304,정상회원,수지구-풍덕천동,여,63.0,미신청,.,normal,60대이상
1528662848,정상회원,기흥구-신갈동,여,37.0,미신청,.,normal,30대
1528781632,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대
1528813184,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대
1528883712,정상회원,수원 영통구-기타,여,31.0,미신청,수신,normal,30대
1528978368,정상회원,기흥구-보라동,여,56.0,미신청,.,normal,50대
1529158400,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1529176960,정상회원,기타-기타,남,34.0,미신청,.,normal,30대
1529193664,정상회원,기타-기타,여,32.0,미신청,.,normal,30대
1529197376,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대
1529358848,정상회원,수지구-풍덕천동,여,65.0,신청,.,normal,60대이상
1529527744,정상회원,기흥구-보정동,여,51.0,신청,.,normal,50대
152956672,정상회원,기타-기타,여,74.0,미신청,.,normal,60대이상
1529711488,정상회원,수지구-상현동,여,54.0,미신청,.,normal,50대
1529876672,정상회원,기타-기타,여,42.0,미신청,.,normal,40대
1529887808,정상회원,기흥구-언남동,여,37.0,미신청,.,normal,30대
1529962048,정상회원,수지구-풍덕천동,남,29.0,신청,.,normal,20대이하
1529993600,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대
1530032576,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상
1530047424,정상회원,기타-기타,여,44.0,미신청,.,normal,40대
1530140224,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1530260864,정상회원,기흥구-보정동,여,47.0,미신청,수신,normal,40대
1530297984,정상회원,수지구-상현동,여,76.0,미신청,.,normal,60대이상
1530307264,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1530377792,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대
1530426048,정상회원,수지구-풍덕천동,여,40.0,신청,.,normal,40대
1530427904,정상회원,기타-금곡동,남,52.0,미신청,.,normal,50대
1530437184,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,40대
1530455744,정상회원,기흥구-동백동,여,41.0,미신청,.,normal,40대
1530559680,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
1530591232,정상회원,수지구-성복동,여,67.0,미신청,.,normal,60대이상
1530624640,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대
1530784256,정상회원,수지구-동천동,여,44.0,미신청,.,normal,40대
1530984704,정상회원,처인구-기타,여,28.0,미신청,.,normal,20대이하
1531021824,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
1531391168,정상회원,수지구-동천동,여,40.0,미신청,수신,normal,40대
1531673280,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대
1531894144,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상
1531942400,정상회원,수지구-풍덕천동,여,34.0,미신청,수신,normal,30대
1531999936,정상회원,서울 송파구-기타,여,33.0,미신청,.,normal,30대
1532152128,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1532211520,정상회원,수지구-상현동,여,48.0,미신청,.,normal,40대
1532356288,정상회원,수지구-상현동,여,47.0,신청,.,normal,40대
1532406400,정상회원,수지구-상현동,여,41.0,미신청,.,normal,40대
153242496,정상회원,수원 영통구-기타,여,47.0,미신청,.,normal,40대
1532465792,정상회원,수원 장안구-기타,여,58.0,미신청,.,normal,50대
1532617984,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1532916800,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상
1532968768,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대
1532985472,정상회원,수지구-동천동,여,63.0,미신청,.,normal,60대이상
1533005888,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1533056000,정상회원,수지구-상현동,여,54.0,신청,.,normal,50대
1533085696,정상회원,수지구-죽전동,여,38.0,미신청,.,normal,30대
1533094976,정상회원,수지구-죽전동,여,42.0,미신청,.,normal,40대
1533260160,정상회원,수지구-신봉동,여,40.0,미신청,.,normal,40대
1533284288,정상회원,수지구-상현동,여,26.0,미신청,.,normal,20대이하
1533315840,정상회원,서울 강남구-기타,여,41.0,미신청,.,normal,40대
1533347392,정상회원,화성-기타,여,67.0,미신청,.,normal,60대이상
1533560832,정상회원,수지구-상현동,여,45.0,미신청,.,normal,40대
1533586816,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1533720448,정상회원,분당구-야탑동,여,46.0,미신청,.,normal,40대
1533870784,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상
1533956160,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,50대
1534115776,정상회원,수지구-상현동,여,41.0,미신청,.,normal,40대
1534293952,정상회원,수원 영통구-기타,여,49.0,미신청,.,normal,40대
1534427584,정상회원,수지구-동천동,여,40.0,미신청,.,normal,40대
1534694848,정상회원,수지구-상현동,남,48.0,미신청,수신,normal,40대
1534698560,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대
1534802496,정상회원,수지구-성복동,여,60.0,미신청,.,normal,60대이상
153489344,정상회원,수지구-동천동,여,46.0,미신청,수신,normal,40대
1534995520,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
1535370432,정상회원,서울 강남구-기타,여,71.0,미신청,.,normal,60대이상
1535403840,정상회원,수지구-신봉동,여,33.0,미신청,.,normal,30대
1535509632,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대
1535561600,정상회원,수지구-풍덕천동,여,63.0,미신청,.,normal,60대이상
1535602432,정상회원,기타-기타,여,31.0,미신청,수신,normal,30대
1535613568,정상회원,화성-기타,여,34.0,미신청,.,normal,30대
1535723072,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
1535752768,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대
1535817728,정상회원,서울 강남구-기타,여,50.0,미신청,.,normal,50대
1536097984,정상회원,분당구-분당동,여,39.0,미신청,.,normal,30대
1536309568,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대
1536331840,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1536506304,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대
1536996288,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,40대
153717632,정상회원,기흥구-영덕동,여,51.0,미신청,.,normal,50대
1537206016,정상회원,수지구-성복동,여,49.0,미신청,.,normal,40대
153723200,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대
153726912,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대
153745472,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
1537471424,정상회원,수지구-죽전동,여,41.0,미신청,.,normal,40대
153747328,정상회원,수지구-풍덕천동,여,53.0,미신청,수신,normal,50대
1537560512,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대
1537577216,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1537801792,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상
1538250944,정상회원,수지구-풍덕천동,여,56.0,미신청,.,normal,50대
1538267648,정상회원,기타-기타,여,39.0,미신청,.,normal,30대
1538321472,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대
1538379008,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1538533056,정상회원,수지구-상현동,여,49.0,미신청,수신,normal,40대
153877248,정상회원,수지구-상현동,여,59.0,미신청,.,normal,50대
153886528,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,50대
153888384,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대
153893952,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,40대
1539088000,정상회원,광주-오포읍,여,36.0,미신청,.,normal,30대
1539206784,정상회원,기타-기타,여,61.0,미신청,수신,normal,60대이상
1539368256,정상회원,기타-기타,남,58.0,미신청,.,normal,50대
1539459200,정상회원,수지구-신봉동,여,53.0,미신청,수신,normal,50대
1539596544,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대
1539772864,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대
1539917632,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대
1539954752,정상회원,수지구-상현동,여,39.0,미신청,.,normal,30대
1540253568,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,30대
1540268416,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대
1540283264,정상회원,수지구-동천동,여,35.0,미신청,.,normal,30대
1540316672,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대
1540515264,정상회원,수지구-성복동,여,39.0,미신청,.,normal,30대
1540569088,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대
1540686016,정상회원,수지구-풍덕천동,여,66.0,미신청,.,VIP,60대이상
1540832640,정상회원,화성-기타,여,63.0,미신청,.,normal,60대이상
1540879040,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
154096256,정상회원,수지구-신봉동,여,58.0,미신청,.,normal,50대
1541086912,정상회원,수지구-풍덕천동,여,31.0,미신청,.,normal,30대
1541343040,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대
1541378304,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대
1541406144,정상회원,기타-기타,여,46.0,신청,.,normal,40대
1542055744,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대
154215040,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상
1542274752,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1542462208,정상회원,수지구-죽전동,여,36.0,미신청,.,normal,30대
1542475200,정상회원,수지구-동천동,여,58.0,미신청,.,normal,50대
1542621824,정상회원,기타-기타,여,37.0,미신청,.,normal,30대
1542699776,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대
1542781440,정상회원,수지구-신봉동,여,39.0,미신청,.,normal,30대
1542952192,정상회원,기타-기타,여,30.0,미신청,.,normal,30대
1543119232,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대
1543143360,탈퇴,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상
1543252864,정상회원,기타-기타,여,32.0,미신청,.,normal,30대
154344960,정상회원,수지구-상현동,여,61.0,미신청,.,normal,60대이상
1543486720,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1543637056,정상회원,수지구-동천동,여,39.0,미신청,.,normal,30대
1543880192,정상회원,처인구-유방동,여,40.0,미신청,.,normal,40대
1543902464,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대
1543937728,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상
1543960000,정상회원,수지구-상현동,여,44.0,미신청,.,normal,40대
154396928,정상회원,기타-기타,여,63.0,미신청,.,normal,60대이상
1544045376,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대
1544050944,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대
1544156736,정상회원,화성-기타,여,55.0,미신청,.,normal,50대
1544167872,정상회원,수지구-신봉동,여,38.0,미신청,.,normal,30대
1544169728,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대
1544173440,정상회원,수지구-동천동,여,32.0,미신청,.,normal,30대
1544299648,정상회원,수지구-풍덕천동,여,62.0,미신청,.,normal,60대이상
1544360896,정상회원,수지구-상현동,여,73.0,미신청,.,normal,60대이상
1544381312,정상회원,수지구-신봉동,여,53.0,미신청,.,normal,50대
1544637440,정상회원,수지구-상현동,여,51.0,미신청,.,normal,50대
1544977088,정상회원,수지구-상현동,여,31.0,미신청,.,normal,30대
1545196096,정상회원,분당구-금곡동,여,54.0,미신청,.,normal,50대
1545364992,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대
154543552,정상회원,기흥구-공세동,여,57.0,미신청,.,normal,50대
154589952,정상회원,분당구-중동,여,56.0,미신청,.,normal,50대
1546070272,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대
1546348672,정상회원,수지구-성복동,여,68.0,미신청,.,normal,60대이상
1546437760,정상회원,수지구-풍덕천동,여,77.0,신청,.,normal,60대이상
1546864640,정상회원,수지구-동천동,여,35.0,미신청,.,normal,30대
1546903616,정상회원,기흥구-보정동,여,43.0,미신청,.,normal,40대
1547040960,정상회원,화성-기타,여,42.0,미신청,.,normal,40대
1547241408,정상회원,수지구-상현동,여,33.0,미신청,.,normal,30대
1547285952,정상회원,수지구-동천동,여,53.0,미신청,.,normal,50대
1547417728,정상회원,수지구-성복동,여,62.0,미신청,.,VIP,60대이상
1547430720,정상회원,수지구-죽전동,여,35.0,미신청,.,normal,30대
1547451136,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대
1547814912,정상회원,수지구-풍덕천동,여,69.0,미신청,.,normal,60대이상
1547978240,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대
1548084032,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대
1548217664,정상회원,수지구-상현동,여,53.0,미신청,.,normal,50대
1548345728,정상회원,수지구-상현동,여,33.0,미신청,.,normal,30대
1548562880,정상회원,분당구-야탑동,여,61.0,미신청,.,normal,60대이상
