회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액
1507780992,정상회원,수지구-죽전동,여,45.0,미신청,.,normal,40대,87585.0
1507877504,정상회원,수지구-신봉동,남,34.0,미신청,.,normal,30대,687943.0
150798144,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,40대,259754.0
1508285824,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대,52454.0
1508369344,정상회원,광주-기타,남,51.0,미신청,.,normal,50대,87872.0
1508475136,정상회원,수지구-상현동,여,44.0,미신청,.,normal,40대,51114.0
1508614336,정상회원,수지구-신봉동,여,62.0,미신청,수신,normal,60대이상,18379.0
1508736832,정상회원,기흥구-신갈동,여,34.0,미신청,.,normal,30대,156387.0
1508740544,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,16081.0
150881664,정상회원,수지구-죽전동,여,48.0,미신청,.,normal,40대,147125.0
1508983680,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대,447113.0
1509135872,정상회원,수지구-풍덕천동,여,35.0,신청,.,normal,30대,554031.0
1509482944,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,14550.0
1509492224,정상회원,수지구-상현동,여,56.0,신청,.,normal,50대,383650.0
1509527488,정상회원,수지구-동천동,여,44.0,미신청,.,normal,40대,912407.0
1509536768,정상회원,수원 영통구-기타,여,40.0,미신청,.,normal,40대,252702.0
1509703808,정상회원,수지구-풍덕천동,여,49.0,신청,.,normal,40대,528945.0
1509778048,정상회원,기흥구-동백동,여,35.0,미신청,.,normal,30대,120991.0
1509893120,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,21442.0
1510080576,정상회원,기타-기타,남,38.0,미신청,.,normal,30대,84043.0
1510132544,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대,321237.0
1510151104,정상회원,화성-기타,여,35.0,미신청,.,normal,30대,80022.0
1510245760,정상회원,수지구-상현동,여,72.0,미신청,.,normal,60대이상,561589.0
1510277312,정상회원,수지구-풍덕천동,남,55.0,미신청,.,normal,50대,232217.0
151032000,정상회원,수지구-동천동,여,70.0,신청,.,normal,60대이상,513155.0
151046848,정상회원,수지구-신봉동,여,60.0,미신청,수신,normal,60대이상,27663.0
1510993728,정상회원,수지구-동천동,여,41.0,미신청,.,normal,40대,184932.0
1511138496,정상회원,수지구-성복동,여,58.0,미신청,.,normal,50대,415905.0
1511277696,정상회원,수지구-풍덕천동,여,82.0,미신청,.,normal,60대이상,576431.0
1511775104,정상회원,수지구-동천동,여,67.0,미신청,.,normal,60대이상,43935.0
1511931008,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,60대이상,5935.0
1511942144,정상회원,수지구-동천동,여,57.0,미신청,.,normal,50대,460134.0
1512038656,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,192494.0
1512419136,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대,19336.0
1512732800,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,920358.0
1512766208,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,38288.0
1512840448,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,58964.0
1513040896,정상회원,수지구-동천동,여,38.0,미신청,.,normal,30대,236622.0
1513272896,정상회원,수지구-상현동,여,56.0,미신청,.,normal,50대,23643.0
1513657088,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대,600132.0
1513857536,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대,3637.0
1513896512,정상회원,수지구-풍덕천동,여,24.0,미신청,.,normal,20대이하,16081.0
1513916928,정상회원,수지구-상현동,여,35.0,미신청,.,normal,30대,23547.0
151429184,정상회원,수지구-성복동,여,54.0,미신청,.,normal,50대,1029442.0
1514367936,정상회원,수지구-상현동,여,31.0,미신청,수신,normal,30대,85191.0
1514406912,정상회원,수지구-상현동,여,65.0,미신청,.,normal,60대이상,53221.0
1514540544,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상,33120.0
1514542400,정상회원,수지구-죽전동,여,51.0,미신청,.,normal,50대,4403.0
1514559104,정상회원,화성-기타,남,40.0,미신청,.,normal,40대,163108.0
1514560960,정상회원,분당구-수내동,여,51.0,미신청,.,normal,50대,155125.0
1514783680,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,95625.0
1514798528,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대,57528.0
1514904320,정상회원,수지구-동천동,여,47.0,신청,.,normal,40대,870370.0
1515221696,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,322027.0
1515253248,탈퇴처리중,수지구-풍덕천동,여,36.0,미신청,.,normal,30대,274143.0
1515312640,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,16081.0
151546112,정상회원,기타-기타,여,50.0,미신청,.,normal,50대,238539.0
1515466688,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,192494.0
1515509376,정상회원,수지구-상현동,여,73.0,미신청,.,normal,60대이상,124246.0
1515615168,정상회원,수지구-상현동,여,66.0,미신청,.,normal,60대이상,64133.0
151568384,정상회원,수지구-동천동,여,50.0,미신청,.,normal,50대,323278.0
1515693120,정상회원,수지구-신봉동,여,39.0,미신청,.,normal,30대,109504.0
1515756224,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대,164162.0
1515817472,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대,136688.0
1515836032,정상회원,수지구-기타,여,67.0,미신청,.,normal,60대이상,1407859.0
1516010496,정상회원,수지구-상현동,여,77.0,미신청,.,normal,60대이상,197184.0
1516012352,정상회원,수지구-기타,남,34.0,미신청,.,normal,30대,29673.0
1516121856,정상회원,수지구-풍덕천동,남,51.0,신청,.,normal,50대,750508.0
1516478208,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,40대,565808.0
1516548736,정상회원,기타-기타,여,30.0,미신청,.,normal,30대,44510.0
1516619264,정상회원,기타-기타,여,40.0,미신청,.,normal,40대,
151663040,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,50대,120706.0
151689024,정상회원,수지구-상현동,여,67.0,미신청,.,normal,60대이상,287545.0
1516910656,정상회원,기타-기타,여,65.0,미신청,.,normal,60대이상,4786.0
1517317120,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,2297.0
1517400640,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,40대,18474.0
1517471168,정상회원,수지구-죽전동,여,37.0,미신청,.,normal,30대,29577.0
151783680,정상회원,수지구-풍덕천동,여,57.0,미신청,수신,VIP,50대,1585063.0
1517953728,정상회원,수지구-동천동,남,44.0,미신청,.,normal,40대,359908.0
1518193152,정상회원,수지구-풍덕천동,남,66.0,미신청,.,normal,60대이상,35704.0
1518215424,정상회원,수지구-성복동,여,61.0,미신청,.,normal,60대이상,65090.0
1518278528,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대,51688.0
1518612608,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,188282.0
1518727680,탈퇴,수지구-풍덕천동,여,38.0,미신청,.,normal,30대,67577.0
1518905856,정상회원,기타-기타,여,51.0,미신청,.,normal,50대,23355.0
1519247360,정상회원,수지구-신봉동,여,34.0,미신청,.,normal,30대,75426.0
1519258496,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대,188665.0
1519685376,정상회원,서울 강남구-기타,여,36.0,미신청,수신,normal,30대,33119.0
1519731776,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,213261.0
1519813440,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,1050246.0
1520039872,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대,372261.0
1520051008,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대,106095.0
1520052864,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대,134008.0
1520205056,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,normal,50대,102421.0
1520281152,정상회원,처인구-기타,여,28.0,미신청,.,normal,20대이하,20255.0
1520288576,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,40대,53795.0
1520531712,정상회원,기타-기타,여,34.0,미신청,.,normal,30대,342010.0
1520561408,정상회원,수원 영통구-기타,남,42.0,미신청,.,normal,40대,249927.0
1520804544,정상회원,수지구-성복동,여,44.0,미신청,.,normal,40대,71598.0
1520836096,정상회원,수지구-기타,여,43.0,미신청,.,normal,40대,16081.0
1521021696,정상회원,분당구-구미동,여,35.0,미신청,.,normal,30대,9955.0
1521053248,정상회원,수지구-상현동,여,31.0,미신청,.,normal,30대,577097.0
1521088512,정상회원,수지구-상현동,여,72.0,미신청,.,normal,60대이상,407674.0
1521092224,정상회원,기흥구-영덕동,여,39.0,미신청,.,normal,30대,5552.0
1521209152,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대,10433.0
1521268544,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대,2680.0
1521342784,정상회원,수지구-동천동,여,38.0,미신청,.,normal,30대,4212.0
1521344640,정상회원,수지구-동천동,여,43.0,미신청,.,normal,40대,6222.0
1521352064,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,50대,130143.0
1521450432,정상회원,처인구-역북동,여,40.0,미신청,.,normal,40대,47286.0
152154880,정상회원,수지구-동천동,여,52.0,신청,.,normal,50대,472859.0
1521825344,정상회원,수지구-동천동,여,65.0,미신청,.,normal,60대이상,61739.0
152184576,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,416095.0
1522267072,정상회원,기흥구-마북동,여,37.0,미신청,.,normal,30대,20676.0
1522311616,정상회원,수지구-풍덕천동,여,38.0,미신청,수신,normal,30대,108547.0
1522523200,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,3446.0
1522614144,정상회원,광주-기타,여,33.0,미신청,.,normal,30대,23068.0
1522723648,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,171247.0
1522909248,정상회원,수지구-풍덕천동,여,58.0,신청,.,normal,50대,461373.0
1522987200,정상회원,수지구-상현동,남,50.0,미신청,.,normal,50대,25652.0
1523031744,정상회원,기흥구-신갈동,여,55.0,미신청,.,normal,50대,52455.0
1523039168,정상회원,분당구-백현동,여,34.0,미신청,.,normal,30대,169139.0
1523195072,정상회원,기흥구-보정동,여,67.0,미신청,.,normal,60대이상,380391.0
1523202496,정상회원,수원 영통구-기타,남,49.0,미신청,.,normal,40대,13018.0
1523349120,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대,252953.0
1523467904,정상회원,수지구-풍덕천동,남,34.0,미신청,.,normal,30대,116396.0
1523581120,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대,55135.0
1523582976,정상회원,분당구-백현동,여,68.0,미신청,.,normal,60대이상,92851.0
1523672064,정상회원,수지구-상현동,여,40.0,미신청,.,normal,40대,124206.0
1523673920,정상회원,수지구-풍덕천동,여,49.0,미신청,수신,normal,40대,543102.0
1523900352,정상회원,광주-오포읍,여,40.0,미신청,.,normal,40대,15124.0
152401728,정상회원,기타-기타,여,50.0,미신청,.,normal,50대,28524.0
1524115648,정상회원,수원 팔달구-기타,여,61.0,미신청,.,normal,60대이상,251651.0
1524254848,정상회원,기흥구-보정동,여,64.0,미신청,.,normal,60대이상,263425.0
1524390336,정상회원,수지구-상현동,여,82.0,미신청,.,normal,60대이상,102134.0
1524401472,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,43648.0
1524579648,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,60대이상,97865.0
1524728128,정상회원,수지구-신봉동,여,31.0,미신청,.,normal,30대,459459.0
1524746688,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,40대,16081.0
1524752256,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대,21250.0
1524796800,탈퇴,수지구-풍덕천동,여,36.0,미신청,.,normal,30대,18569.0
1524828352,정상회원,수지구-죽전동,여,33.0,미신청,.,normal,30대,32029.0
1524869184,정상회원,기흥구-기타,여,45.0,미신청,.,normal,40대,295395.0
1525116032,정상회원,분당구-야탑동,여,78.0,미신청,.,normal,60대이상,17421.0
1525333184,정상회원,수지구-풍덕천동,남,33.0,미신청,수신,normal,30대,846166.0
1525448256,정상회원,수지구-동천동,여,53.0,미신청,.,normal,50대,227432.0
1525466816,정상회원,수지구-동천동,여,35.0,미신청,.,normal,30대,242843.0
1525557760,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,30대,20867.0
152572480,정상회원,서울 강남구-기타,여,55.0,미신청,.,normal,50대,6892.0
152605888,정상회원,수원 영통구-기타,여,44.0,미신청,.,normal,40대,10721.0
152607744,정상회원,수지구-기타,여,54.0,미신청,.,normal,50대,17421.0
1526261184,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,40대,94188.0
1526673216,정상회원,수지구-상현동,남,35.0,미신청,.,normal,30대,294343.0
1526723328,정상회원,기타-기타,여,36.0,미신청,수신,normal,30대,3637.0
1526910784,정상회원,수원 장안구-기타,여,46.0,미신청,.,normal,40대,172680.0
1527098240,정상회원,수지구-동천동,여,51.0,미신청,.,normal,50대,135886.0
1527317248,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,212310.0
152739520,정상회원,수지구-상현동,여,47.0,미신청,.,normal,40대,7083.0
1527397056,정상회원,수지구-죽전동,여,42.0,미신청,수신,normal,40대,16080.0
1527462016,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대,95338.0
152746944,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대,83278.0
1527744128,정상회원,기타-기타,여,53.0,미신청,.,normal,50대,2489.0
1527803520,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대,23739.0
1528209984,정상회원,수지구-기타,여,48.0,미신청,.,normal,40대,7848.0
1528230400,정상회원,수지구-동천동,남,26.0,미신청,.,normal,20대이하,210869.0
1528321344,정상회원,수지구-신봉동,여,37.0,미신청,.,normal,30대,23835.0
1528351040,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,617169.0
1528538496,탈퇴,수지구-풍덕천동,여,70.0,미신청,.,normal,60대이상,104432.0
1528607168,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,52072.0
1528618304,정상회원,수지구-풍덕천동,여,63.0,미신청,.,normal,60대이상,276250.0
1528662848,정상회원,기흥구-신갈동,여,37.0,미신청,.,normal,30대,111227.0
1528781632,정상회원,수지구-성복동,여,59.0,미신청,.,normal,50대,30631.0
1528813184,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대,65857.0
1528883712,정상회원,수원 영통구-기타,여,31.0,미신청,수신,normal,30대,9572.0
1528978368,정상회원,기흥구-보라동,여,56.0,미신청,.,normal,50대,17039.0
1529158400,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,17613.0
1529176960,정상회원,기타-기타,남,34.0,미신청,.,normal,30대,17996.0
1529193664,정상회원,기타-기타,여,32.0,미신청,.,normal,30대,53603.0
1529197376,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,80118.0
1529358848,정상회원,수지구-풍덕천동,여,65.0,신청,.,normal,60대이상,498797.0
1529527744,정상회원,기흥구-보정동,여,51.0,신청,.,normal,50대,547084.0
152956672,정상회원,기타-기타,여,74.0,미신청,.,normal,60대이상,6126.0
1529711488,정상회원,수지구-상현동,여,54.0,미신청,.,normal,50대,24696.0
1529876672,정상회원,기타-기타,여,42.0,미신청,.,normal,40대,159855.0
1529887808,정상회원,기흥구-언남동,여,37.0,미신청,.,normal,30대,3733.0
1529962048,정상회원,수지구-풍덕천동,남,29.0,신청,.,normal,20대이하,237493.0
1529993600,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대,179189.0
1530032576,정상회원,기타-기타,여,61.0,미신청,.,normal,60대이상,106823.0
1530047424,정상회원,기타-기타,여,44.0,미신청,.,normal,40대,35033.0
1530140224,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,101598.0
1530260864,정상회원,기흥구-보정동,여,47.0,미신청,수신,normal,40대,7275.0
1530297984,정상회원,수지구-상현동,여,76.0,미신청,.,normal,60대이상,75811.0
1530307264,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,2872.0
1530377792,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,30대,17421.0
1530426048,정상회원,수지구-풍덕천동,여,40.0,신청,.,normal,40대,563027.0
1530427904,정상회원,기타-금곡동,남,52.0,미신청,.,normal,50대,99741.0
1530437184,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,40대,8423.0
1530455744,정상회원,기흥구-동백동,여,41.0,미신청,.,normal,40대,3829.0
1530559680,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대,361921.0
1530591232,정상회원,수지구-성복동,여,67.0,미신청,.,normal,60대이상,339410.0
1530624640,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,146739.0
1530784256,정상회원,수지구-동천동,여,44.0,미신청,.,normal,40대,103187.0
1530984704,정상회원,처인구-기타,여,28.0,미신청,.,normal,20대이하,8232.0
1531021824,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,210777.0
1531391168,정상회원,수지구-동천동,여,40.0,미신청,수신,normal,40대,40012.0
1531673280,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대,233524.0
1531894144,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,60대이상,45180.0
1531942400,정상회원,수지구-풍덕천동,여,34.0,미신청,수신,normal,30대,649965.0
1531999936,정상회원,서울 송파구-기타,여,33.0,미신청,.,normal,30대,8615.0
1532152128,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,10529.0
1532211520,정상회원,수지구-상현동,여,48.0,미신청,.,normal,40대,445560.0
1532356288,정상회원,수지구-상현동,여,47.0,신청,.,normal,40대,364217.0
1532406400,정상회원,수지구-상현동,여,41.0,미신청,.,normal,40대,5169.0
153242496,정상회원,수원 영통구-기타,여,47.0,미신청,.,normal,40대,99741.0
1532465792,정상회원,수원 장안구-기타,여,58.0,미신청,.,normal,50대,137358.0
1532617984,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,82511.0
1532916800,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,186945.0
1532968768,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,40대,1268304.0
1532985472,정상회원,수지구-동천동,여,63.0,미신청,.,normal,60대이상,655975.0
1533005888,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,961804.0
1533056000,정상회원,수지구-상현동,여,54.0,신청,.,normal,50대,610506.0
1533085696,정상회원,수지구-죽전동,여,38.0,미신청,.,normal,30대,22878.0
1533094976,정상회원,수지구-죽전동,여,42.0,미신청,.,normal,40대,10433.0
1533260160,정상회원,수지구-신봉동,여,40.0,미신청,.,normal,40대,74088.0
1533284288,정상회원,수지구-상현동,여,26.0,미신청,.,normal,20대이하,141189.0
1533315840,정상회원,서울 강남구-기타,여,41.0,미신청,.,normal,40대,75811.0
1533347392,정상회원,화성-기타,여,67.0,미신청,.,normal,60대이상,50540.0
1533560832,정상회원,수지구-상현동,여,45.0,미신청,.,normal,40대,36374.0
1533586816,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,38096.0
1533720448,정상회원,분당구-야탑동,여,46.0,미신청,.,normal,40대,30057.0
1533870784,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,88082.0
1533956160,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,50대,33694.0
1534115776,정상회원,수지구-상현동,여,41.0,미신청,.,normal,40대,52072.0
1534293952,정상회원,수원 영통구-기타,여,49.0,미신청,.,normal,40대,122521.0
1534427584,정상회원,수지구-동천동,여,40.0,미신청,.,normal,40대,671387.0
1534694848,정상회원,수지구-상현동,남,48.0,미신청,수신,normal,40대,461659.0
1534698560,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대,188761.0
1534802496,정상회원,수지구-성복동,여,60.0,미신청,.,normal,60대이상,151049.0
153489344,정상회원,수지구-동천동,여,46.0,미신청,수신,normal,40대,133244.0
1534995520,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,9572.0
1535370432,정상회원,서울 강남구-기타,여,71.0,미신청,.,normal,60대이상,18187.0
1535403840,정상회원,수지구-신봉동,여,33.0,미신청,.,normal,30대,152005.0
1535509632,정상회원,수지구-상현동,여,57.0,미신청,.,normal,50대,310898.0
1535561600,정상회원,수지구-풍덕천동,여,63.0,미신청,.,normal,60대이상,107014.0
1535602432,정상회원,기타-기타,여,31.0,미신청,수신,normal,30대,17613.0
1535613568,정상회원,화성-기타,여,34.0,미신청,.,normal,30대,52455.0
1535723072,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,8041.0
1535752768,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,50대,129605.0
1535817728,정상회원,서울 강남구-기타,여,50.0,미신청,.,normal,50대,16847.0
1536097984,정상회원,분당구-분당동,여,39.0,미신청,.,normal,30대,667553.0
1536309568,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대,211543.0
1536331840,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,17709.0
1536506304,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대,149779.0
1536996288,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,40대,16368.0
153717632,정상회원,기흥구-영덕동,여,51.0,미신청,.,normal,50대,463386.0
1537206016,정상회원,수지구-성복동,여,49.0,미신청,.,normal,40대,70068.0
153723200,정상회원,수지구-동천동,여,52.0,미신청,.,normal,50대,5248304.0
153726912,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,50대,57623.0
153745472,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대,264857.0
1537471424,정상회원,수지구-죽전동,여,41.0,미신청,.,normal,40대,126830.0
153747328,정상회원,수지구-풍덕천동,여,53.0,미신청,수신,normal,50대,4242746.0
1537560512,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,40대,163697.0
1537577216,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,20293.0
1537801792,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,60대이상,1093164.0
1538250944,정상회원,수지구-풍덕천동,여,56.0,미신청,.,normal,50대,25271.0
1538267648,정상회원,기타-기타,여,39.0,미신청,.,normal,30대,19144.0
1538321472,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,50대,83748.0
1538379008,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,131640.0
1538533056,정상회원,수지구-상현동,여,49.0,미신청,수신,normal,40대,212018.0
153877248,정상회원,수지구-상현동,여,59.0,미신청,.,normal,50대,1646108.0
153886528,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,50대,3144198.0
153888384,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,112279.0
153893952,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,40대,42405.0
1539088000,정상회원,광주-오포읍,여,36.0,미신청,.,normal,30대,82127.0
1539206784,정상회원,기타-기타,여,61.0,미신청,수신,normal,60대이상,64707.0
1539368256,정상회원,기타-기타,남,58.0,미신청,.,normal,50대,46808.0
1539459200,정상회원,수지구-신봉동,여,53.0,미신청,수신,normal,50대,622471.0
1539596544,정상회원,수지구-상현동,여,37.0,미신청,.,normal,30대,118330.0
1539772864,정상회원,수지구-상현동,여,34.0,미신청,.,normal,30대,178901.0
1539917632,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,40대,58295.0
1539954752,정상회원,수지구-상현동,여,39.0,미신청,.,normal,30대,82703.0
1540253568,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,30대,689762.0
1540268416,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,40대,40203.0
1540283264,정상회원,수지구-동천동,여,35.0,미신청,.,normal,30대,151813.0
1540316672,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,40대,223387.0
1540515264,정상회원,수지구-성복동,여,39.0,미신청,.,normal,30대,2680.0
1540569088,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,40대,6318.0
1540686016,정상회원,수지구-풍덕천동,여,66.0,미신청,.,VIP,60대이상,2728851.0
1540832640,정상회원,화성-기타,여,63.0,미신청,.,normal,60대이상,16464.0
1540879040,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,60783.0
154096256,정상회원,수지구-신봉동,여,58.0,미신청,.,normal,50대,301423.0
1541086912,정상회원,수지구-풍덕천동,여,31.0,미신청,.,normal,30대,29577.0
1541343040,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대,94149.0
1541378304,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,30대,4977.0
1541406144,정상회원,기타-기타,여,46.0,신청,.,normal,40대,700005.0
1542055744,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,30대,61070.0
154215040,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상,30440.0
1542274752,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,260358.0
1542462208,정상회원,수지구-죽전동,여,36.0,미신청,.,normal,30대,111421.0
1542475200,정상회원,수지구-동천동,여,58.0,미신청,.,normal,50대,4212.0
1542621824,정상회원,기타-기타,여,37.0,미신청,.,normal,30대,20484.0
1542699776,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,40대,70833.0
1542781440,정상회원,수지구-신봉동,여,39.0,미신청,.,normal,30대,66813.0
1542952192,정상회원,기타-기타,여,30.0,미신청,.,normal,30대,6317.0
1543119232,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,30대,45276.0
1543143360,탈퇴,수지구-풍덕천동,여,61.0,미신청,.,normal,60대이상,81458.0
1543252864,정상회원,기타-기타,여,32.0,미신청,.,normal,30대,92944.0
154344960,정상회원,수지구-상현동,여,61.0,미신청,.,normal,60대이상,229845.0
1543486720,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,77725.0
1543637056,정상회원,수지구-동천동,여,39.0,미신청,.,normal,30대,48244.0
1543880192,정상회원,처인구-유방동,여,40.0,미신청,.,normal,40대,7945.0
1543902464,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,30대,13974.0
1543937728,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,60대이상,45180.0
1543960000,정상회원,수지구-상현동,여,44.0,미신청,.,normal,40대,118734.0
154396928,정상회원,기타-기타,여,63.0,미신청,.,normal,60대이상,196227.0
1544045376,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,50대,200727.0
1544050944,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,40대,78588.0
1544156736,정상회원,화성-기타,여,55.0,미신청,.,normal,50대,68824.0
1544167872,정상회원,수지구-신봉동,여,38.0,미신청,.,normal,30대,108355.0
1544169728,정상회원,수지구-상현동,여,38.0,미신청,.,normal,30대,411725.0
1544173440,정상회원,수지구-동천동,여,32.0,미신청,.,normal,30대,243420.0
1544299648,정상회원,수지구-풍덕천동,여,62.0,미신청,.,normal,60대이상,96105.0
1544360896,정상회원,수지구-상현동,여,73.0,미신청,.,normal,60대이상,25654.0
1544381312,정상회원,수지구-신봉동,여,53.0,미신청,.,normal,50대,304166.0
1544637440,정상회원,수지구-상현동,여,51.0,미신청,.,normal,50대,199481.0
1544977088,정상회원,수지구-상현동,여,31.0,미신청,.,normal,30대,57432.0
1545196096,정상회원,분당구-금곡동,여,54.0,미신청,.,normal,50대,253086.0
1545364992,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,30대,113240.0
154543552,정상회원,기흥구-공세동,여,57.0,미신청,.,normal,50대,50540.0
